,Tid,Items
876,T697,"['item30', 'item35', 'item14', 'item12', 'item32', 'item11', 'item28', 'item23', 'item24', 'item25', 'item13', 'item45']"
877,T273,"['item59', 'item30', 'item35', 'item14', 'item12', 'item26', 'item34', 'item36', 'item28', 'item11', 'item23', 'item24', 'item13']"
878,T46,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
879,T522,"['item68', 'item24', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
880,T71,"['item35', 'item14', 'item12', 'item32', 'item27', 'item10']"
881,T474,"['item70', 'item30', 'item68', 'item12', 'item32', 'item27', 'item26', 'item28', 'item24', 'item25', 'item13']"
882,T876,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
883,T49,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
884,T83,"['item59', 'item30', 'item12', 'item32', 'item28', 'item23', 'item25']"
885,T991,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
886,T822,"['item30', 'item35', 'item12', 'item32', 'item27', 'item34', 'item26', 'item11', 'item36', 'item25']"
887,T172,"['item59', 'item70', 'item30', 'item14', 'item12', 'item32', 'item27', 'item34', 'item23', 'item24', 'item10', 'item13']"
888,T727,"['item59', 'item70', 'item35', 'item14', 'item68', 'item25', 'item12', 'item32', 'item27', 'item26', 'item34', 'item11', 'item28', 'item23', 'item36', 'item10', 'item13', 'item45']"
889,T700,"['item59', 'item14', 'item35', 'item30', 'item68', 'item12', 'item32', 'item27', 'item34', 'item36', 'item28', 'item23', 'item11', 'item24', 'item25', 'item10', 'item45']"
890,T729,"['item35', 'item14', 'item12', 'item27', 'item34', 'item26', 'item11', 'item28', 'item24', 'item10']"
891,T369,"['item70', 'item14', 'item12', 'item32', 'item34', 'item36', 'item28', 'item23', 'item24', 'item25', 'item13', 'item45']"
892,T393,"['item59', 'item14', 'item35', 'item68', 'item12', 'item27', 'item34', 'item28', 'item23', 'item25', 'item13', 'item45']"
893,T966,"['item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
894,T138,"['item14', 'item35', 'item12', 'item26', 'item27', 'item34']"
895,T796,"['item59', 'item70', 'item14', 'item35', 'item30', 'item68', 'item25', 'item12', 'item32', 'item26', 'item34', 'item27', 'item36', 'item28', 'item23', 'item10', 'item13', 'item45']"
896,T133,"['item70', 'item30', 'item12', 'item28', 'item25', 'item45']"
897,T811,"['item59', 'item30', 'item14', 'item35', 'item68', 'item12', 'item32', 'item27', 'item34', 'item26', 'item28', 'item24', 'item25', 'item13', 'item10']"
898,T579,"['item70', 'item35', 'item14', 'item68', 'item12', 'item32', 'item26', 'item34', 'item36', 'item28', 'item23', 'item24', 'item25', 'item13']"
899,T491,"['item59', 'item70', 'item45', 'item30', 'item14', 'item68', 'item12', 'item32', 'item27', 'item34', 'item26', 'item36', 'item11', 'item23', 'item24', 'item25', 'item13', 'item10']"
900,T915,"['item59', 'item70', 'item30', 'item35', 'item68', 'item25', 'item12', 'item32', 'item26', 'item34', 'item36', 'item24', 'item10', 'item13', 'item45']"
901,T583,"['item59', 'item70', 'item35', 'item14', 'item68', 'item12', 'item32', 'item26', 'item27', 'item28', 'item23', 'item24', 'item10']"
902,T883,"['item59', 'item70', 'item14', 'item30', 'item35', 'item12', 'item32', 'item27', 'item26', 'item36', 'item28', 'item24', 'item25']"
903,T194,"['item59', 'item70', 'item14', 'item35', 'item30', 'item25', 'item12', 'item26', 'item27', 'item11', 'item28', 'item24', 'item10', 'item13']"
904,T692,"['item59', 'item70', 'item14', 'item30', 'item35', 'item68', 'item25', 'item12', 'item32', 'item26', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10', 'item45']"
905,T986,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
906,T218,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
907,T389,"['item59', 'item70', 'item30', 'item14', 'item35', 'item12', 'item32', 'item34', 'item11', 'item23', 'item25']"
908,T63,"['item35', 'item14', 'item12', 'item26', 'item11', 'item23', 'item24', 'item45']"
909,T481,"['item59', 'item70', 'item14', 'item30', 'item35', 'item12', 'item32', 'item27', 'item26', 'item34', 'item11', 'item36', 'item28', 'item23', 'item24', 'item25', 'item13']"
910,T976,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11']"
911,T723,"['item70', 'item30', 'item14', 'item35', 'item68', 'item25', 'item12', 'item26', 'item34', 'item27', 'item11', 'item36', 'item23', 'item24', 'item10', 'item13']"
912,T152,"['item59', 'item30', 'item35', 'item68', 'item12', 'item32', 'item26', 'item34', 'item36', 'item23', 'item24', 'item13']"
913,T943,"['item70', 'item14', 'item30', 'item35', 'item68', 'item12', 'item32', 'item27', 'item26', 'item11', 'item36', 'item10', 'item13']"
914,T443,"['item59', 'item70', 'item45', 'item14', 'item35', 'item68', 'item12', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item25', 'item10']"
915,T478,"['item30', 'item14', 'item12', 'item26', 'item27', 'item11', 'item28', 'item23', 'item36', 'item24', 'item25', 'item13', 'item45']"
916,T136,"['item59', 'item35', 'item12', 'item27', 'item11', 'item10']"
917,T363,"['item59', 'item70', 'item35', 'item30', 'item68', 'item12', 'item32', 'item27', 'item34', 'item36', 'item28', 'item10', 'item13', 'item45']"
918,T427,"['item59', 'item70', 'item14', 'item30', 'item68', 'item27', 'item26', 'item34', 'item11', 'item36', 'item24', 'item13']"
919,T114,"['item70', 'item36', 'item10', 'item11']"
920,T453,"['item59', 'item35', 'item14', 'item30', 'item68', 'item26', 'item34', 'item11', 'item28', 'item24', 'item25', 'item10']"
921,T274,"['item59', 'item70', 'item35', 'item30', 'item14', 'item68', 'item12', 'item32', 'item27', 'item34', 'item11', 'item28', 'item23', 'item36', 'item10', 'item13', 'item45']"
922,T587,"['item59', 'item30', 'item14', 'item68', 'item32', 'item26', 'item34', 'item11', 'item25', 'item10']"
923,T435,"['item59', 'item30', 'item12', 'item32', 'item27', 'item26', 'item34', 'item36', 'item11', 'item28', 'item10', 'item13', 'item45']"
924,T77,"['item59', 'item27', 'item11', 'item28', 'item23', 'item24', 'item13']"
925,T373,"['item59', 'item70', 'item30', 'item14', 'item25', 'item12', 'item32', 'item26', 'item27', 'item11', 'item28', 'item23', 'item24', 'item10', 'item45']"
926,T981,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
927,T237,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
928,T421,"['item70', 'item35', 'item30', 'item14', 'item68', 'item12', 'item32', 'item27', 'item34', 'item11', 'item36', 'item23', 'item28', 'item24', 'item25', 'item10', 'item13', 'item45']"
929,T447,"['item59', 'item70', 'item14', 'item30', 'item26', 'item34', 'item11', 'item28', 'item36', 'item45']"
930,T529,"['item59', 'item70', 'item30', 'item35', 'item14', 'item68', 'item27', 'item34', 'item26', 'item11', 'item36', 'item23', 'item28', 'item25', 'item10', 'item13', 'item45']"
931,T383,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
932,T51,"['item59', 'item70', 'item30', 'item35', 'item14', 'item12', 'item26', 'item34', 'item36', 'item11', 'item23', 'item28', 'item13', 'item45']"
933,T8,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
934,T984,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
935,T619,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
936,T346,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
937,T235,"['item59', 'item30', 'item35', 'item14', 'item12', 'item27', 'item34', 'item11', 'item28', 'item36', 'item24', 'item10', 'item13']"
938,T433,"['item59', 'item35', 'item30', 'item14', 'item68', 'item25', 'item12', 'item32', 'item27', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10', 'item45']"
939,T595,"['item59', 'item70', 'item14', 'item35', 'item68', 'item32', 'item26', 'item34', 'item11', 'item36', 'item23', 'item28', 'item24', 'item25', 'item13', 'item45']"
940,T721,"['item45', 'item30', 'item14', 'item35', 'item68', 'item12', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item25', 'item13', 'item10']"
941,T528,"['item68', 'item24', 'item10', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
942,T97,"['item70', 'item14', 'item32', 'item11', 'item24', 'item10']"
943,T756,"['item59', 'item45', 'item14', 'item30', 'item35', 'item68', 'item12', 'item32', 'item26', 'item34', 'item11', 'item28', 'item36', 'item24', 'item25', 'item13', 'item10']"
944,T328,"['item59', 'item30', 'item68', 'item12', 'item26', 'item27', 'item36', 'item11', 'item23', 'item24']"
945,T777,"['item35', 'item30', 'item14', 'item25', 'item32', 'item27', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13']"
946,T568,"['item59', 'item45', 'item14', 'item35', 'item68', 'item12', 'item32', 'item26', 'item34', 'item36', 'item11', 'item23', 'item28', 'item24', 'item25', 'item13', 'item10']"
947,T140,"['item70', 'item14', 'item35', 'item68', 'item32', 'item27', 'item11', 'item13', 'item45']"
948,T993,"['item68', 'item24', 'item10', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
949,T284,"['item59', 'item14', 'item68', 'item27', 'item34', 'item11', 'item23', 'item24', 'item10', 'item45']"
950,T541,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
951,T982,"['item59', 'item12', 'item32', 'item27', 'item26', 'item11', 'item28', 'item23', 'item25', 'item13', 'item45']"
952,T962,"['item59', 'item70', 'item30', 'item14', 'item68', 'item12', 'item27', 'item34', 'item26', 'item36', 'item11', 'item28', 'item23', 'item24', 'item25', 'item13', 'item10']"
953,T864,"['item59', 'item70', 'item14', 'item35', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item11', 'item36', 'item23', 'item24', 'item25', 'item10', 'item13', 'item45']"
954,T839,"['item70', 'item35', 'item14', 'item68', 'item12', 'item32', 'item26', 'item34', 'item11', 'item23', 'item24']"
955,T308,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
956,T519,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
957,T262,"['item59', 'item30', 'item68', 'item25', 'item12', 'item32', 'item26', 'item34', 'item27', 'item24', 'item10', 'item13', 'item45']"
958,T502,"['item59', 'item14', 'item35', 'item30', 'item68', 'item25', 'item12', 'item26', 'item27', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10', 'item13', 'item45']"
959,T84,"['item59', 'item32', 'item34', 'item11', 'item10']"
960,T187,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
961,T673,"['item68', 'item24', 'item10', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
962,T897,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
963,T859,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
964,T378,"['item70', 'item35', 'item14', 'item30', 'item68', 'item25', 'item26', 'item34', 'item27', 'item11', 'item36', 'item23', 'item28', 'item24', 'item10', 'item45']"
965,T818,"['item59', 'item70', 'item35', 'item30', 'item14', 'item25', 'item12', 'item32', 'item26', 'item34', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
966,T112,"['item14', 'item30', 'item68', 'item32', 'item26', 'item34', 'item24', 'item10']"
967,T869,"['item30', 'item35', 'item68', 'item25', 'item32', 'item26', 'item34', 'item27', 'item11', 'item36', 'item23', 'item24', 'item10', 'item45']"
968,T174,"['item70', 'item30', 'item68', 'item12', 'item32', 'item27', 'item34', 'item11', 'item28', 'item23', 'item10', 'item45']"
969,T463,"['item59', 'item70', 'item30', 'item68', 'item27', 'item34', 'item26', 'item28', 'item23', 'item10', 'item45']"
970,T178,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
971,T327,"['item70', 'item14', 'item30', 'item25', 'item12', 'item32', 'item34', 'item11', 'item36', 'item23', 'item24', 'item10', 'item13', 'item45']"
972,T710,"['item59', 'item35', 'item25', 'item12', 'item32', 'item26', 'item34', 'item11', 'item24', 'item10', 'item45']"
973,T511,"['item35', 'item14', 'item12', 'item32', 'item27', 'item34', 'item36', 'item11', 'item23', 'item10', 'item13', 'item45']"
974,T698,"['item59', 'item70', 'item30', 'item35', 'item12', 'item32', 'item26', 'item34', 'item11', 'item10', 'item13']"
975,T345,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
976,T659,"['item59', 'item70', 'item30', 'item35', 'item14', 'item68', 'item25', 'item12', 'item32', 'item27', 'item34', 'item11', 'item28', 'item24', 'item10', 'item45']"
977,T123,"['item14', 'item30', 'item27', 'item11', 'item10']"
978,T407,"['item59', 'item70', 'item30', 'item14', 'item68', 'item25', 'item12', 'item32', 'item26', 'item34', 'item36', 'item28', 'item23', 'item11', 'item24', 'item10', 'item13', 'item45']"
979,T590,"['item35', 'item30', 'item14', 'item68', 'item27', 'item34', 'item26', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
980,T163,"['item70', 'item30', 'item35', 'item68', 'item12', 'item27', 'item34', 'item23', 'item10', 'item13']"
981,T763,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
982,T611,"['item30', 'item14', 'item35', 'item68', 'item25', 'item12', 'item32', 'item26', 'item27', 'item36', 'item28', 'item11', 'item23', 'item24', 'item10', 'item13', 'item45']"
983,T259,"['item59', 'item70', 'item35', 'item14', 'item68', 'item25', 'item12', 'item32', 'item27', 'item34', 'item26', 'item11', 'item36', 'item10', 'item13', 'item45']"
984,T578,"['item59', 'item35', 'item14', 'item25', 'item32', 'item27', 'item36', 'item28', 'item24', 'item10', 'item13']"
985,T848,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
986,T853,"['item59', 'item70', 'item14', 'item30', 'item35', 'item68', 'item25', 'item12', 'item32', 'item26', 'item34', 'item27', 'item36', 'item28', 'item23', 'item24', 'item10']"
987,T248,"['item30', 'item35', 'item14', 'item25', 'item32', 'item28', 'item23', 'item24', 'item10', 'item45']"
988,T881,"['item59', 'item70', 'item14', 'item35', 'item30', 'item68', 'item25', 'item32', 'item27', 'item36', 'item24', 'item10', 'item13', 'item45']"
989,T708,"['item30', 'item35', 'item68', 'item25', 'item12', 'item32', 'item27', 'item26', 'item28', 'item24', 'item10', 'item13', 'item45']"
990,T742,"['item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
991,T268,"['item59', 'item70', 'item35', 'item68', 'item25', 'item12', 'item32', 'item27', 'item34', 'item36', 'item28', 'item10', 'item13']"
992,T855,"['item59', 'item70', 'item35', 'item25', 'item12', 'item32', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
993,T229,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
994,T406,"['item59', 'item30', 'item14', 'item35', 'item12', 'item32', 'item27', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10', 'item45']"
